"step","mdr_surface","mdr_golden","abs_diff"
42,2.78052515066498,2.78052515066498,0
43,4.74511054463064,4.74511054463064,0
44,2.58296489209634,2.58296489209634,0
45,2.00316181133878,2.00316181133878,0
46,1.9058472017663,1.9058472017663,0
