step,mdr_surface,mdr_golden,abs_diff
42,2.7805251506649755,2.7805251506649755,0.0
43,4.7451105446306405,4.7451105446306405,0.0
44,2.5829648920963373,2.5829648920963373,0.0
45,2.0031618113387832,2.0031618113387832,0.0
46,1.9058472017663035,1.9058472017663035,0.0
